# Date Time  Temperature
22-07-2022 20:15  19.4
22-07-2022 20:30  19.4
22-07-2022 20:45  19.4
22-07-2022 21:00  19.4
22-07-2022 21:15  19.4
22-07-2022 21:30  19.4
22-07-2022 21:45  19.4
22-07-2022 22:00  19.4
22-07-2022 22:15  19.4
22-07-2022 22:30  19.4
22-07-2022 22:45  19.4
22-07-2022 23:00  19.4
22-07-2022 23:15  19.4
22-07-2022 23:30  19.4
22-07-2022 23:45  19.4
23-07-2022 00:00  19.4
23-07-2022 00:15  19.4
23-07-2022 00:30  19.4
23-07-2022 00:45  19.4
23-07-2022 01:00  19.4
23-07-2022 01:15  19.4
23-07-2022 01:30  19.4
23-07-2022 01:45  19.4
23-07-2022 02:00  19.4
23-07-2022 02:15  19.4
23-07-2022 02:30  19.4
23-07-2022 02:45  19.4
23-07-2022 03:00  19.4
23-07-2022 03:15  19.4
23-07-2022 03:30  19.4
23-07-2022 03:45  19.4
23-07-2022 04:00  19.4
23-07-2022 04:15  19.4
23-07-2022 04:30  19.4
23-07-2022 04:45  19.3
23-07-2022 05:00  19.3
23-07-2022 05:15  19.3
23-07-2022 05:30  19.3
23-07-2022 05:45  19.3
23-07-2022 06:00  19.2
23-07-2022 06:15  19.2
23-07-2022 06:30  19.2
23-07-2022 06:45  19.2
23-07-2022 07:00  19.2
23-07-2022 07:15  19.1
23-07-2022 07:30  19.1
23-07-2022 07:45  19.1
23-07-2022 08:00  19.0
23-07-2022 08:15  19.0
23-07-2022 08:30  19.0
23-07-2022 08:45  19.0
23-07-2022 09:00  19.0
23-07-2022 09:15  18.9
23-07-2022 09:30  18.9
23-07-2022 09:45  18.9
23-07-2022 10:00  18.9
23-07-2022 10:15  19.8

# WiFi outage.

23-07-2022 16:15  18.6
23-07-2022 16:30  18.8
23-07-2022 16:45  18.8
23-07-2022 17:00  18.9
23-07-2022 17:15  18.9
23-07-2022 17:30  18.9
23-07-2022 17:45  18.9
23-07-2022 18:00  18.9
23-07-2022 18:15  18.9
23-07-2022 18:30  19.0
23-07-2022 18:45  19.0
23-07-2022 19:00  19.0
23-07-2022 19:15  19.1
23-07-2022 19:30  19.1
23-07-2022 19:45  19.1
23-07-2022 20:00  19.1
23-07-2022 20:15  19.2
23-07-2022 20:30  19.2
23-07-2022 20:45  19.2
23-07-2022 21:00  19.4
23-07-2022 21:15  19.4
23-07-2022 21:30  19.5
23-07-2022 21:45  19.5
23-07-2022 22:00  19.5
23-07-2022 22:15  19.5
23-07-2022 22:30  19.5
23-07-2022 22:45  19.5
23-07-2022 23:00  19.5
23-07-2022 23:15  19.5
23-07-2022 23:30  19.6
23-07-2022 23:45  19.6
24-07-2022 00:00  19.6
24-07-2022 00:15  19.6
24-07-2022 00:30  19.6
24-07-2022 00:45  19.6
24-07-2022 01:00  19.6
24-07-2022 01:15  19.6
24-07-2022 01:30  19.8
24-07-2022 01:45  19.8
24-07-2022 02:00  19.8
24-07-2022 02:15  19.8
24-07-2022 02:30  19.8
24-07-2022 02:45  19.8
24-07-2022 03:00  19.8
24-07-2022 03:15  19.8
24-07-2022 03:30  19.8
24-07-2022 03:45  19.8
24-07-2022 04:00  19.8
24-07-2022 04:15  19.8
24-07-2022 04:30  19.8
24-07-2022 04:45  19.8
24-07-2022 05:00  19.8
24-07-2022 05:15  19.8
24-07-2022 05:30  19.8
24-07-2022 05:45  19.8
24-07-2022 06:00  19.8
24-07-2022 06:15  19.8
24-07-2022 06:30  19.8
24-07-2022 06:45  19.8
24-07-2022 07:00  19.8
24-07-2022 07:15  19.8
24-07-2022 07:30  19.8
24-07-2022 07:45  19.8
24-07-2022 08:00  19.8
24-07-2022 08:15  19.8
24-07-2022 08:30  19.8
24-07-2022 08:45  19.8
24-07-2022 09:00  19.8
24-07-2022 09:15  19.8
24-07-2022 09:30  19.8
24-07-2022 09:45  19.8
24-07-2022 10:00  19.8
24-07-2022 10:15  19.8
24-07-2022 10:30  19.8
24-07-2022 10:45  19.8
24-07-2022 11:00  19.8
24-07-2022 11:15  19.8
24-07-2022 11:30  19.8
24-07-2022 11:45  19.8
24-07-2022 12:00  19.8
24-07-2022 12:15  19.8
24-07-2022 12:30  19.9
